字段1,字段1链接,字段2,详情标题,字段3,字段4
11月第三周河南省煤炭价格小幅上涨,https://www.cctd.com.cn/show-361-229359-1.html,2022-11-30,11月第三周河南省煤炭价格小幅上涨,"来源：河南省商务厅
					
					发布时间：2022-11-30 08:07:28
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据河南省商务厅监测，上周（11月14日-11月20日）河南省煤炭价格小幅上涨。上周全省煤炭均价为930.23/吨，较前一周价格上涨0.3%。其中，无烟煤洗选块煤、炼焦煤、动力煤价格较前一周分别上涨0.2%、0.3%、0.4%。近期煤炭价格运行偏稳，下游拿货积极性一般，多以观望为主。预计短期煤炭价格小幅震荡。
11月第三周福建省煤炭市场价格窄幅下跌,https://www.cctd.com.cn/show-361-229358-1.html,2022-11-30,11月第三周福建省煤炭市场价格窄幅下跌,"来源：福建省商务厅
					
					发布时间：2022-11-30 08:04:42
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",根据商务部重要生产资料监测系统监测数据显示，上周（2022年11月14日-2022年11月20日）福建省监测样本企业的煤炭市场价格平均为1626.44元/吨，环比下跌0.1%。其中无烟煤市场价格为1448.33元/吨，环比下跌0.2%；烟煤市场价格为1715.50元/吨，环比持平。总体来看，上周福建省监测样本企业的煤炭市场价格窄幅下跌。受公共卫生事件影响，煤炭市场成交较少，贸易商报价小幅回落，以观望为主，而下游整体采购积极性一般。预计后期福建省煤炭市场价格受供需变化等影响或将稳中调整。
寒潮带动港口市场短期反弹,https://www.cctd.com.cn/show-42-229356-1.html,2022-11-30,寒潮带动港口市场短期反弹,"来源：中国煤炭市场网
					
					发布时间：2022-11-30 07:58:21
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","11月随着大秦线运量持续恢复，呼铁局发运相对高位，北港调入量已恢复至接近正常水平。而全国气温显著偏高，下游电力供热需求迟迟未见好转，大集团外购价格连续大幅调降，产地及港口市场价格大幅回落。但近两日随着寒潮带来北方大幅度降温，以及疫情对产地供应出现阶段性扰动，产地市场止跌企稳，港口市场略有反弹。
　　气象预报显示，未来10天，新疆北部及中东部大部地区平均气温较常年同期偏低1～3℃，其中新疆北部、华北、东北等地部分地区偏低3～5℃。未来11-14天，江南、华南等地气温偏高1～3℃，北方大部地区气温较常年同期偏低2～4℃。总体而言寒潮对内陆区域影响将大于沿海地区，目前沿海区域日耗负增长的局面将有所恢复但不宜高估，而内陆地区尤其北方省份电力及供暖需求短期或明显增加。
　　近期受疫情影响，鄂尔多斯准旗及伊旗周边煤厂保持停销状态，日产量已降至180万吨左右；榆林地区部分煤矿停止销售，在售煤矿均实行闭环管理；同时两地汽运受限明显，均需当地车牌车辆。国家能源局等相关部门已注意到因疫情影响导致的煤炭产量下降、运输受阻等情况，已组织主产区各地反馈情况。预计后续需求有所恢复同时保供压力不减下，产量也将一定程度得到恢复。
　　疫情变化对工业需求也有一定程度影响，从沿海八省、内陆十七省日耗数据来看，上周日耗几乎没有增长，大幅低于季节性变化。非电需求方面12月主要水泥企业将开展错峰生产，对煤炭需求环比开始下降。化工方面晋城受疫情影响部分尿素装置降负，部分装置重启也受到影响；甲醇目前亏损有所收窄，但需求仍弱，产地企业库存偏高，后期开工回升潜力有限。
　　政策方面，近日山西省委常委会召开会议，第一时间传达学习总书记就近日发生的安全生产事故作出的重要指示精神。会议决定，马上在全省开展安全隐患集中排查专项整治，进一步巩固深化安全生产大检查大整治大提升行动成果，坚决消除各类风险隐患。提出紧盯保供煤矿、技改矿、停产整顿矿，严惩超层越界等八项重点检查内容。
　　整体而言，目前的反弹主要是寒潮及疫情影响下，对前期大幅下跌极度悲观情绪的阶段性修复。后期产地供应仍将回归，北港库存及沿海电厂终端库存处于相对安全水平，近期寒潮的强度对沿海日耗阶段性增量不足以改变煤炭市场中期偏弱的趋势，沿海市场短期反弹空间相对有限。（作者：书豪）"
李克强会见蒙古国总统：中方愿同蒙方加强煤炭等能源开发合作,https://www.cctd.com.cn/show-176-229355-1.html,2022-11-30,李克强会见蒙古国总统：中方愿同蒙方加强煤炭等能源开发合作,"来源：新华网
					
					发布时间：2022-11-30 07:56:47
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","国务院总理李克强11月28日上午在人民大会堂会见来华进行国事访问的蒙古国总统呼日勒苏赫。
　　李克强表示，中蒙是山水相连的友好邻邦，发展友好合作条件得天独厚，在多个方面互补优势明显。习近平主席将同总统先生举行会谈，全面规划两国关系发展。中方始终高度重视对蒙关系，将中蒙关系放在周边外交的重要位置，愿同蒙方密切高层交往，尊重彼此核心利益和重大关切，加强发展战略对接，深化各领域互利合作，增进在地区和国际事务中的沟通协调，携手推动中蒙关系不断取得新发展。
　　李克强指出，中蒙合作既有利于地区稳定和发展，也为世界和平注入积极力量。中方愿同蒙方努力提高两国经贸合作水平，加强基础设施建设、煤炭等能源开发合作，共同维护能源安全和稳定供应。积极推动边境口岸过货、铁路口岸联通等合作。加强两国荒漠化防治合作，努力应对气候变化挑战。
　　呼日勒苏赫祝贺中国40多年来坚持改革开放取得的发展成就，表示蒙中是好邻居、好朋友、好伙伴。蒙方致力于同中方发展长期稳定的睦邻友好关系，愿同中方加强发展战略对接，落实好即将签署的新版蒙中经贸合作中期发展纲要，提升双边贸易水平。深化基础设施建设、能源、荒漠化防治等领域合作。更好便利物流运输，提高边境口岸通关能力。共同努力推动蒙中全面战略伙伴关系达到新高度。
　　王毅、何立峰等参加会见。"
当好煤炭生产排头兵 答好能源保供履约卷,https://www.cctd.com.cn/show-176-229353-1.html,2022-11-30,当好煤炭生产排头兵 答好能源保供履约卷,"来源：中国能源报
					
					发布时间：2022-11-30 07:54:21
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近期，受冷空气影响，我国东北、内蒙古地区迎来大范围雨雪冰冻天气，许多城市陆续进入冬季供暖期，发电供热及居民取暖用煤需求急剧增长。在此背景下，内蒙古自治区全力推动煤炭产能释放，属地多家煤矿相继接到保供重任。
　　统筹策划勇担煤炭保供重任
　　近日，在锡林郭勒的中铁资源芒来露天煤矿（以下简称“芒来煤矿”），采剥区各作业平台上，中煤建安集团六十九处组织管理的上百辆大型设备车辆正穿梭往返，不停忙碌着。
　　据了解，芒来煤矿被国家发改委列为“8+14”保供和优质产能释放煤矿，是一座集煤炭生产、运输、销售为一体的国有大型现代化露天煤矿，矿区资源储量4.81亿吨，原煤产能为1000万吨/年。该矿产出的煤炭将源源不断送往西乌、多伦等锡林郭勒盟北部旗（县）以及河北、东北等8个地区的多家能源企业，为内蒙古及东北地区多个城市、企业正常运转和保障民生提供坚实的保障。
　　2021年8月起，中煤建安集团六十九处正式承接芒来煤矿3400万立方米土方剥离工程与年产千万吨原煤生产工程。自进场以来，该处坚持整体谋划，突出统筹推进，根据《煤矿安全规程》和芒来煤矿《采矿设计说明》《作业规程》，及时建立健全项目施组设计、安全技术措施、应急预案等，为这座千万吨级煤矿保持高产稳供，全力打好保供攻坚战奠定了基础。
　　聚力攻坚保持生产高位运行
　　“我们随时根据煤矿生产任务及储量需求调整生产班次，优化人员结构，保证生产人员熟练掌握不同煤层生产工艺，提高工作效率。”中煤建安集团六十九处现场负责人李峰介绍，四季度正值露天煤矿生产的关键时节，该处因时制宜调对策，掀起了争、抢、拼工作热潮。
　　“我们一方面持续优化采剥方案，根据作业条件合理安排设备数量和车铲配比，另一方面加快设备的日常保养、检修、维护，保证设备出动率和作业效率。”李峰说。
　　据中煤建安集团六十九处负责人介绍，项目开工后，该处严格坚持执行全程跟班制、车辆点检制、劳务队周考评制等管理制度，并要求所有新入厂管理人员以相关规范资料书籍为标准，学习完成安全管理人员取证工作。同时，该处还定期开展安全碰头会、事故案例学习培训、应急演练、安全讨论会等，使管理人员对露天煤矿施工管理及规范要求等不断熟悉掌握，着力满足施工生产需要。
　　据了解，自去年四季度国务院国资委发出打赢能源保供攻坚战的要求部署后，中煤建安集团六十九处根据芒来煤矿各阶段保供任务，挂图作战、开足全力，施工现场实行月计划、周平衡、日调度生产模式，今年已累计完成土方剥离5860万立方米、原煤生产765万吨，确保了芒来煤矿煤炭稳定持续供应。
　　高标定位筑牢安全生产堡垒
　　安全是不可逾越的红线，也是增产保供的前提。
　　近日，锡林郭勒气温已跌至零下，正值冬季迎峰度冬关键期，如何保证低温环境下的安全生产成为中煤建安集团六十九处工作的重中之重。“结合班前会，我处认真开展冬季户外作业安全培训，着力提升职工严寒天气下的安全生产意识。同时，不断加强设备点检维护、例行保养，并着重做好运输道路防滑防冻等工作。”该处安全负责人表示。
　　“注意降低进车原煤灰分，保证煤质稳定达标。”在采煤作业现场，跟班人员全程盯到运输车辆，实际指导现场生产，面对面给挖机操作人员交底，告知工作重点、应采取措施等。
　　“从露天矿的煤场边坡指标变化，到采、运、排作业面的‘帮齐底平’，再到掘进排距、安全挡墙是否合格，我们在安全、质量上始终‘一把尺子量到底’，做到较真、校准。”现场一名负责人介绍。
　　今年以来，中煤建安集团六十九处以打造国家露天煤矿一级安全生产标准化管理体系为目标，严格落实安全生产主体责任，加强安全监管，防范各类风险事故，有力地保障了该煤矿的安全生产。
　　随着一块块承载采掘队员汗水的“乌金”搭上列车运往保供地，中煤建安集团六十九处一线施工人员底气十足：“今年四季度，我们的保供任务是每个月多生产12万吨煤炭。下一步，我们将继续全力当好煤炭保供排头兵，为助力保供城市用煤需求、保障煤炭持续稳定供应贡献更多力量。”"
陕煤运销集团提前34天完成年度1650万吨陕煤入渝保供任务,https://www.cctd.com.cn/show-22-229352-1.html,2022-11-30,陕煤运销集团提前34天完成年度1650万吨陕煤入渝保供任务,"来源：陕煤集团
					
					发布时间：2022-11-30 07:52:43
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","调度数据显示，截至11月27日，陕煤运销集团年入渝煤炭量完成1655.55万吨，较去年同期增加253.44万吨、增长18.07%，提前34天完成年度1650万吨陕煤入渝保供任务，创渝陕合作年度煤炭发运量新纪录，为重庆电煤保供和区域经济发展作出了重要贡献。
　　今年，面对疫情起伏和煤炭保供形势持续偏紧的复杂局面，运销集团坚持“短期利益服从长远利益、经济利益服从诚信红利”原则，严格落实渝陕能源战略合作年度部署和各项要求，创新运行模式，优化协调机制，细化合作方案，统筹协调彬长、黄陵、澄合矿业公司等入渝重点保供单位，产运销及客户协同联动，确保入渝煤炭高效平稳运行。
　　为实现全年入渝煤炭保供目标任务，该公司实行“资源、运力、服务”三优先，产销多方齐心协力克服疫情冲击、资源偏紧、运力波动等诸多影响，精心制定入渝运行方案，科学统筹优质资源，优化信息沟通协调机制，促进运行信息全面及时准确高效，确保运行工作高效有序推进。
　　同时，针对季节性变化造成铁路运输能力不足的影响，运销集团科学合理制定从矿井到客户保供方案，开展“公转铁”、“铁水联运”、集装箱等多种供应模式，增加优质煤入渝通道，实现点对点精准发运，提升跨区域运输保供能力。截至11月27日，荆州港铁水联运入渝188.41万吨，促进了重庆电煤稳定供应。
　　下一步，针对当前全国多地疫情蔓延给煤炭生产、矿区装车、铁路运输、用户接卸等多环节带来的较大影响，运销集团将统筹疫情防控和销售运输工作，进一步优化运输结构，拓展电煤保供通道，充分发挥多式联运、点对点协同营销优势，为迎峰度冬入渝煤炭保供提供“陕煤力量”。"
拟认定贵州桐梓县官仓镇众源煤矿为二级安全生产标准化煤矿,https://www.cctd.com.cn/show-108-229351-1.html,2022-11-30,拟认定贵州桐梓县官仓镇众源煤矿为二级安全生产标准化煤矿,"来源：遵义市工业和能源局
					
					发布时间：2022-11-30 07:50:38
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","遵义市工业和能源局关于拟认定贵州德源能投投资有限责任公司
桐梓县官仓镇众源煤矿为二级安全生产标准化煤矿的公示
 
按照《国家煤矿安全监察局关于印发〈煤矿安全生产标准化管理体系考核定级办法（试行）〉和〈煤矿安全生产标准化管理体系基本要求及评分办法（试行）〉的通知》（煤安监行管〔2020〕16号）、《贵州省安全监管局 贵州煤监局关于印发贵州省煤矿安全生产标准化考核定级实施细则（试行）的通知》（黔安监煤矿〔2017〕2号）和《省能源局关于转发国家煤矿安全监察局关于印发〈煤矿安全生产标准化管理体系考核定级办法（试行）〉和〈煤矿安全生产标准化管理体系基本要求及评分办法（试行）〉的通知》（黔能源煤安〔2020〕84号）有关规定，经企业自评申报、县（市、区）工业和能源行业主管部门检查初审合格、市煤矿安全生产标准化管理体系工作领导小组办公室组织专家现场考核，拟认定贵州德源能投投资有限责任公司桐梓县官仓镇众源煤矿为二级安全生产标准化煤矿，现予以公示。
对公示煤矿有异议的，请于公示之日起5个工作日内将有关书面材料邮寄（或传真）到遵义市工业和能源局煤炭产业发展科。单位反映情况要加盖公章，个人反映情况要用真实姓名并提供联系方式，以方便核实。
联系人：刘浩    联系电话：0851-27613265（带传真）；
地址：贵州省遵义市新蒲新区市级行政办公中心2号楼；邮编：563000。
2022年11月28日"
陕西局对神木市五处露天煤矿开展安全检查,https://www.cctd.com.cn/show-108-229350-1.html,2022-11-30,陕西局对神木市五处露天煤矿开展安全检查,"来源：国家矿山安全监察局陕西局
					
					发布时间：2022-11-30 07:49:37
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","11月16日至25日，国家矿山安全监察局陕西局监察执法六处及两名专家对神木市3处正常生产建设和2处长期停产（即将闭坑）露天煤矿开展安全监察执法检查。神木市能源局相关人员陪同检查。 
　　检查组检查前根据前期露天矿井风险研判情况和矿井生产运输系统、隐蔽致灾因素、资源开采现状等制定了检查方案，进行了专业分组。检查组按照既定的方案和分组情况，通过查设计、阅资料、看现场等方式对5处露天煤矿进行了全覆盖、无死角的检查。 
　　检查组根据检查情况，与神木市能源局进行沟通、协商，对查出的问题和隐患进行了现场处理和行政处罚告知，并对矿井近期的安全生产工作提出五点要求：一是提高政治站位，高度重视安全生产工作的重要性，讲政治就是讲安全，讲安全就是讲政治；二是抓好安全生产责任落实，特别是关键人物和关键岗位；三是抓好现场安全管理，及时修订、完善各项安全技术措施；四是做好风险研判和风险管控工作，抓紧完善闭坑前期准备的相关资料；五是进一步做好科技兴安工作，加快推进生产现场智能化和自动化工作。"
山西：紧盯保供煤矿、技改矿、停产整顿矿 严惩超层越界,https://www.cctd.com.cn/show-108-229348-1.html,2022-11-30,山西：紧盯保供煤矿、技改矿、停产整顿矿 严惩超层越界,"来源：山西省应急管理厅
					
					发布时间：2022-11-30 07:48:16
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","为认真贯彻落实习近平总书记关于安全生产工作重要指示精神，全面落实《国务院安委会办公室关于认真贯彻落实习近平总书记重要指示精神切实做好年终岁尾安全生产工作的通知》和国务院安委会第九综合督导组对山西省大检查“回头看”督导检查视频会议要求，深刻汲取河南安阳“11·21”火灾、中煤平朔集团井工三矿“11·22”人员窒息等事故教训，根据第50次省委常委会会议和全省安全生产工作电视电话会议部署要求，山西省安委会决定在全省开展安全生产隐患排查整治行动，制定并印发了《全省安全生产隐患排查整治行动工作方案》。
《方案》指出，安全生产隐患排查整治行动自11月24日起至12月底结束，同时，省消防救援总队还要按照国务院安委会办公室有关通知要求，牵头组织开展冬春消防安全专项整治。采取生产经营单位自查自纠、监管部门检查抽查、党委政府督导巡查同步开展、一体推进的方式进行。
其中，煤矿方面是安全生产隐患排查整治和督导检查重点内容之一，具体如下：
煤矿。一是紧盯保供煤矿、技改矿、停产整顿矿，严惩超层越界，严厉打击“五假五超三瞒三不”、不按设计施工、假整合、假技改、假整顿、以包代管、违规转包分包等违法违规行为情况。
二是聚焦瓦斯灾害治理，落实瓦斯防治和两个“四位一体”防突措施以及瓦斯超限停电撤人、分析原因、停产整改和追究责任等四项措施情况，推动瓦斯频繁超限、高值超限的矿井落实地面或区域抽采措施，推动采用顺层钻孔预抽瓦斯的 23 处煤与瓦斯突出矿井及 56 个工作面开采保护层。
三是聚焦老空水害防治重点，开展隐蔽致灾因素普查，落实“三区四线管理”“三专两探一撤”等防控措施情况。
四是聚焦顶板管理，制定落实遇特殊地质单元、过地质构造带等环节各项安全措施情况。
五是开展煤矿安全培训专项检查，落实安全培训主体责任、主要负责人安全培训责任、安全培训内容（包括井下职工全员自救器使用培训考核）、安全培训制度和“三项岗位人员”持证上岗情况，以及企业自查自考情况。
六是针对电气设备检修，电焊等特殊工种管理，落实电气设备失爆、皮带磨损、违规动火作业引发火灾防范措施情况；禁止使用非阻燃风筒、皮带、电缆和过期变质反应型高分子材料情况。
七是建立健全风险管控和隐患排查治理双重预防机制，按要求开展安全风险辨识评估、分级管理和隐患排查治理，重大事故隐患实行双报告和挂牌督办情况。
八是煤矿安全监管专员履行安全监管职责，落实煤矿分级属地监管责任，对高风险煤矿、待关闭煤矿、停产停工整顿（整改）煤矿和长期停产停工煤矿落实驻矿盯守、巡查等措施情况。
 
文件下载：关于印发全省安全生产隐患排查整治行动工作方案的通知"
陕西局组织开展2023年度煤矿采掘接续计划合理性评估,https://www.cctd.com.cn/show-176-229347-1.html,2022-11-30,陕西局组织开展2023年度煤矿采掘接续计划合理性评估,"来源：国家矿山安全监察局陕西局
					
					发布时间：2022-11-30 07:47:19
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","为践行“疫情要防住、经济要稳住、发展要安全”的要求，落实省政府领导批示，国家矿山安全监察局陕西局（简称“陕西局”）党组决定开展煤矿采掘接续计划和三年接续规划合理性评估，从源头上防范化解安全风险、排查治理隐患，防止重大生产安全事故发生、防止煤炭产量“断崖式”下降问题出现，陕西局成立了以党组成员、总工程师为组长，事故调查处、安技中心负责人为副组长的评估领导小组，评估领导小组制定工作方案，聘请中煤西安设计工程公司、北京华宇陕西分公司相关专家成立了两个专家组，对全省277处生产矿井开展2023年度煤矿采掘接续计划和三年接续规划合理性评估工作。 
　　2022年11月28日，局党组成员、总工程师陈平定在陕西局二楼会议室组织召开2023年度煤矿采掘接续计划和三年接续规划合理性评估工作启动会，对合理性评估工作时间安排及责任落实进行了明确，并对评估工作提出了三点要求：一是要提高政治站位，认真开展评估工作，坚决防范化解采掘接续紧张带来的系统性重大安全风险；二是专家组要不等不靠，多措并举积极与地方政府煤矿安全监管部门、煤矿企业沟通协调，针对煤矿高负荷组织生产、生产建设长远发展规划重视不够、开过布局采区划分不合理等采掘接续问题，逐矿形成评估报告，明确提出“合理”或“不合理”专家意见，并提出整改解决办法；三是专家组要严格执行“八项规定”精神，公平公正开展评估工作。 
　　事故调查处和安技中心负责人及相关人员、专家参加了会议。"
1-10月全国电力市场交易量4.3万亿千瓦时 同比增长43.3%,https://www.cctd.com.cn/show-19-229346-1.html,2022-11-30,1-10月全国电力市场交易量4.3万亿千瓦时 同比增长43.3%,"来源：中电联规划发展部
					
					发布时间：2022-11-30 07:45:57
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","1-10月，全国各电力交易中心累计组织完成市场交易电量43102.4亿千瓦时，同比增长43.3%，占全社会用电量比重为60.1%，同比提高16个百分点。其中，全国电力市场中长期电力直接交易电量合计为34251.2亿千瓦时，同比增长42.7%。
10月份，全国各电力交易中心组织完成市场交易电量4113.4亿千瓦时，同比增长36.1%。其中，全国电力市场中长期电力直接交易电量合计为3212.5亿千瓦时，同比增长37.9%。
一、全国各电力交易中心交易情况
1-10月，全国各电力交易中心累计组织完成市场交易电量43102.4亿千瓦时，同比增长43.3%，占全社会用电量比重为60%，同比提高16个百分点。省内交易电量合计为34745.7亿千瓦时，其中电力直接交易33197.1亿千瓦时（含绿电交易200.1亿千瓦时、电网代理购电6497.3亿千瓦时）、发电权交易1428.6亿千瓦时、抽水电量交易15.1亿千瓦时、其他交易104.9亿千瓦时。省间交易电量合计为8356.7亿千瓦时，其中省间电力直接交易1054.1亿千瓦时、省间外送交易7228亿千瓦时、发电权交易74.6亿千瓦时。
10月份，全国各电力交易中心组织完成市场交易电量4113.4亿千瓦时，同比增长36.1%。省内交易电量合计为3294.4亿千瓦时，其中电力直接交易3103.2亿千瓦时（含绿电交易61.5亿千瓦时、电网代理购电393.3亿千瓦时）、发电权交易162.5亿千瓦时、抽水电量交易15.1亿千瓦时、其他交易13.6亿千瓦时。省间交易电量合计为819.1亿千瓦时，其中省间电力直接交易109.3亿千瓦时、省间外送交易703.2亿千瓦时、发电权交易6.6亿千瓦时。
1-10月，国家电网区域各电力交易中心累计组织完成市场交易电量34189.2亿千瓦时，同比增长49.5%，占该区域全社会用电量的比重为60.2%，其中北京电力交易中心组织完成省间交易电量合计为7738.9亿千瓦时，同比增长48.8%；南方电网区域各电力交易中心累计组织完成市场交易电量6968.2亿千瓦时，同比增长21.6%，占该区域全社会用电量的比重为56.8%，其中广州电力交易中心组织完成省间交易电量合计为617.8亿千瓦时，同比增长8.9%；内蒙古电力交易中心累计组织完成市场交易电量1945亿千瓦时，同比增长30.2%，占该区域全社会用电量的比重为71.2%。
二、全国电力市场中长期电力直接交易情况
1-10月，全国电力市场中长期电力直接交易电量合计为34251.2亿千瓦时，同比增长42.7%。其中，省内电力直接交易（含绿电、电网代购）电量合计为33197.1亿千瓦时，省间电力直接交易（外受）电量合计为1054.1亿千瓦时。
10月份，全国电力市场中长期电力直接交易电量合计为3212.5亿千瓦时，同比增长37.9%。其中，省内电力直接交易（含绿电、电网代购）电量合计为3103.2亿千瓦时，省间电力直接交易（外受）电量合计为109.3亿千瓦时。
1-10月，国家电网区域中长期电力直接交易电量合计为26501.9亿千瓦时，同比增长48.1%；南方电网区域中长期电力直接交易电量合计为6075.8亿千瓦时，同比增长25.1%；蒙西电网区域中长期电力直接交易电量合计为1673.5亿千瓦时，同比增长33.6%。"
寒潮来袭降温剧烈 沿海煤炭运价小幅上涨,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=576&id=229341,2022-11-29,,,
